slug,term,code,opus,sonnet,detector,tier,severity,explanation
london-interbank-offered-rate-swap-rate,London Interbank Offered Rate (LIBOR),PENDING,True,True,True,both models,2,"The current definition and the pending superseded status are concatenated in one entry, and the two versions differ."
london-interbank-offered-rate-swap-rate,London Interbank Offered Rate (LIBOR),INCONS,True,False,False,one model,2,"The linking paragraphs use LIBOR to mean the variable interbank rate. The linked definition instead describes a fixed swap rate, so the definition conflicts with how the Codification uses the term."
london-interbank-offered-rate-swap-rate,London Interbank Offered Rate (LIBOR),MALFORMED,True,True,False,both models,2,"The entry is named for LIBOR itself, but the text defines the LIBOR swap rate, a fixed swap rate referenced to LIBOR. The name does not match what is defined."
long-term-contracts,long-term contracts,NONAUTH,False,True,False,one model,1,"The substantive content lies in an SEC regulation reproduced in the Codification's SEC materials, which are authoritative only for SEC registrants and are a different authority tier than core GAAP."
long-term-contracts,long-term contracts,POINTER,True,True,True,both models,2,"The entry defines nothing itself and sends the reader to the SEC Regulation S-X text in 210-10-S99-1. The target exists, but the meaning must be found there."
loss,Loss,POINTER,True,True,True,both models,2,"This is a pointer-only entry. The target term exists in the glossary (pension context), so the pointer resolves."
lump-sum-contract,Lump-Sum Contract,CIRC,False,True,True,one model,2,"Lump-Sum Contract points to Fixed-Price Contracts, whose own definition treats 'fixed-price or lump-sum contract' as a single concept, creating a mutual dependency where neither term can be understood without the other."
lump-sum-contract,Lump-Sum Contract,POINTER,True,True,True,both models,2,"This is a pointer-only entry. The target is named in the plural, but it resolves to the existing 'fixed-price contract' entry, which treats lump-sum as a synonym. The flagged cycle is a false positive: the fixed-price entry mentions lump-sum only as an alternative name and does not depend on this entry to be understood."
management-and-general-activities,Management and General Activities,CIRC,True,True,True,both models,2,"This entry is defined as a subset of supporting activities, and the supporting activities entry lists management and general activities as a component. The cycle is benign: supporting activities is independently defined as all NFP activities other than program services, so neither definition actually requires the other to be understood."
market,market,HOMONYM,False,True,True,one model,2,"The glossary contains a second entry named 'market' (via market-condition) with an unrelated meaning (share-based payment market condition), and neither entry indicates where each meaning applies."
market,market,INCONS,True,False,False,one model,2,"This is the film-industry (Topic 926) meaning, but the entry does not limit its scope. It is linked from 330-10-35-1C, where 'market' means the market value used in inventory pricing, and from 230-926-05-1, where 'market' is a verb. Neither use fits a distribution-channel definition. The HOMONYM flag is a false positive: the same-name entry is really 'market condition', mislabeled with the term 'market'."
market-condition,market,HOMONYM,False,True,True,one model,2,"This entry is labeled with the bare term 'market' though it defines 'market condition', creating a homonym collision with the unrelated 'market' (distribution channel) entry, with no scope note distinguishing them."
market-condition,market,MALFORMED,True,True,False,both models,2,"The entry defines 'market condition' (slug market-condition, cited in 718 as 'Market, performance, and service conditions'), but its term label is 'market'. This mislabel creates a spurious homonym with the film-industry 'market' entry."
market-participants,Market Participants,CIRC,False,True,True,one model,2,"Market participants is defined by reference to buyers/sellers in a fair value transaction, while fair value is itself defined using 'market participants,' creating a mutual dependency between the two entries."
market-related-value-of-plan-assets,market-related value of plan assets,CIRC,True,True,True,both models,2,"This entry and 'expected return on plan assets' define each other. However, the rest of this definition (fair value or a calculated value spread over not more than five years) is self-sufficient, so the cycle is mild."
market-risk-benefit,Market Risk Benefit,UNDEF,True,False,False,one model,1,'Capital market risk' and the 'other-than-nominal' threshold are not glossary terms. They are explained only in Topic 944 implementation paragraphs.
member-of-an-agricultural-cooperative,Member of an Agricultural Cooperative,CIRC,False,True,True,one model,2,"The definition of 'Member of an Agricultural Cooperative' depends on 'agricultural cooperative,' and the two entries appear to reference each other's terms (owner-patron/cooperative), forming a small cycle in the dependency graph."
mineral-interests,mineral interests,POINTER,True,True,True,both models,2,"The entry defines nothing itself and only redirects the reader to the Properties entry, which exists and covers mineral interests in properties."
mineral-resource-assets,mineral resource assets,STALE,True,True,False,both models,2,"The rationale reflects superseded changing-prices guidance. Under current Topic 255, current cost information is encouraged but not required, so the stated reason for excluding support equipment no longer matches the Codification. The scope of the definition itself remains usable."
minimum-lease-payments,Minimum Lease Payments,STALE,True,True,False,both models,2,"The definition is the Topic 840 lease concept, built on 840 notions such as bargain purchase option, contingent rentals, executory costs and fees to special-purpose entity owners. Topic 842 superseded that guidance. The term now survives only for grandfathered leveraged leases (842-50), and the entry does not say so."
monetary-assets,Monetary Assets,HOMONYM,True,False,False,one model,2,"The entry 'monetary assets or liabilities' defines monetary assets differently, as amounts 'fixed in terms of units of currency by contract or otherwise'. Neither entry says where each definition applies."
monetary-assets-and-liabilities,monetary assets or liabilities,HOMONYM,True,False,False,one model,2,"This competes with the separate 'Monetary Assets' and 'monetary liabilities' entries, which instead use a 'fixed or determinable without reference to future prices' test. The entry gives no scope to tell the definitions apart."
money-over-money-lease,Money-over-money,UNDEF,False,True,False,one model,1,The term 'nonrecourse financing' is used as a technical concept without being defined in the glossary.
mortality,mortality,HOMONYM,True,True,True,both models,2,Another entry named 'mortality' (mortality-rate) defines the term differently as a proportion of deaths to the number living at the start of the period. Neither entry says where each definition applies.
mortality-rate,mortality,HOMONYM,True,True,True,both models,2,"This entry shares the name 'mortality' with a general definition ('relative incidence of death') and does not state its scope, although it is used in the pension context (715-30)."
mortgage-backed-securities,mortgage-backed securities,CIRC,False,True,True,one model,1,"The MBS definition cites GNMA as an example issuer and the GNMA entry in turn mentions mortgage-backed securities, but neither definition depends on the other for comprehension—this is an example relationship rather than true circularity."
natural-expense-classification,Natural Expense Classification,PENDING,True,True,True,both models,2,"The current and pending versions are concatenated and they differ. 'Kinds' becomes 'types', and 'professional services' becomes 'nonemployee professional services'. The reader must work out which version applies."
net-assets,Net Assets,CIRC,False,True,True,one model,2,"Net Assets is defined partly by pointing to Net Assets with/without Donor Restrictions, each of which is defined as 'part of net assets ... ', creating a mutual dependency cycle that requires circling among all three entries to get a complete picture."
net-assets-with-donor-restrictions,Net Assets with Donor Restrictions,CIRC,False,True,True,one model,2,"This entry defines itself in terms of 'net assets', while the 'net assets' entry in turn points back to this entry, forming a circular dependency."
net-assets-without-donor-restrictions,Net Assets without Donor Restrictions,CIRC,False,True,True,one model,2,"This entry defines itself in terms of 'net assets', while the 'net assets' entry points back to this entry, forming a circular dependency."
net-carrying-amount-of-debt,net carrying amount of the extinguished debt,MALFORMED,True,True,False,both models,1,"The entry is named 'net carrying amount of the extinguished debt', but the text defines the more general 'net carrying amount of debt'. The mismatch is cosmetic, and the definition remains applicable."
net-closed-block-liability,net closed block liability,CIRC,True,True,True,both models,2,"This entry depends on 'actuarial calculation date'. That term is defined through 'actuarial calculation', which in turn is defined as changes in the net closed block liability. The date itself is fixed independently (the date of demutualization or formation), so the loop does not block understanding."
net-income,net income,CIRC,True,True,True,both models,2,"Net income is defined as items that are not other comprehensive income, and other comprehensive income is defined as items 'excluded from net income'. Neither glossary entry can be applied without the other. The cycle can only be broken by going to the Topic 220 list of OCI items."
net-incurred-claims-cost-by-age,net incurred claims costs,POINTER,False,True,False,one model,1,"The entry appends a pointer to another term for further elaboration, though it does provide its own substantive content as well."
net-incurred-claims-cost-by-age,net incurred claims costs,MALFORMED,True,True,False,both models,1,"The entry key refers to 'by age', but the entry name drops that qualifier while the cross-reference retains it ('Incurred Claims Cost (by Age)'). The label is mismatched; the substantive definition is still usable."
net-periodic-pension-cost,Net Periodic Pension Cost,STALE,True,False,False,one model,1,The transition asset or obligation component refers to the long-past initial adoption of the pension guidance and is effectively obsolete. The flagged cycle is a false positive: the gain or loss entry does not need this term to be understood.
net-periodic-postretirement-benefit-cost,net periodic postretirement benefit cost,STALE,True,False,False,one model,1,The transition obligation component relates to initial adoption of the postretirement guidance and is obsolete in practice. The flagged cycle through gain or loss and net periodic pension cost is not a real dependency: each entry is understandable on its own.
new-basis-event,new basis event,POINTER,True,True,True,both models,2,"The entry defines nothing and only redirects to the synonym entry Remeasurement Event. The target term is a glossary entry, so the redirect works and the defect is cosmetic."
noncompliance-environmental-credit,Noncompliance Environmental Credit,PENDING,False,True,True,one model,2,"The entry concatenates a current and a pending transition date without clearly separating them, confusing the reader about which date applies."
nonmanaging-investors,nonmanaging investors,POINTER,True,True,True,both models,2,The entry gives no definition and only refers the reader elsewhere. The actual meaning appears only parenthetically in 946-205-50-4: classes of investors that do not consist exclusively of managing investor interests.
nonmanaging-investors,nonmanaging investors,DANGLING,True,True,True,both models,3,"The target is not a Master Glossary term. It reads like a section heading within Topic 946, and no paragraph reference is given, so the pointer cannot be resolved as written."
nonmember-of-an-agricultural-cooperative,Nonmember of an Agricultural Cooperative,MALFORMED,True,False,False,one model,2,"The entry is titled 'Nonmember of an Agricultural Cooperative' but only lists attributes of a 'nonmember patron' (no voting rights, possible patronage distributions). It never says what a nonmember is, for example a patron that is not a member, so the text does not match or actually define the headword."
nonparticipating-insurance-contract,nonparticipating insurance contracts,POINTER,False,True,False,one model,1,"The entry gives a substantive definition but appends a cross-reference; this is a minor pointer addendum rather than a pure pointer, so only a cosmetic note."
nonregistered-investment-partnerships-financial-highlights,financial highlights,CIRC,False,True,True,one model,2,"The 'theoretical investment' glossary entry points back to this entry, and this entry in turn defines 'theoretical investment,' creating a two-node reference cycle that a reader must traverse back and forth to resolve."
nonregistered-investment-partnerships-financial-highlights,financial highlights,UNDEF,False,True,False,one model,1,"Reference to a specific paragraph for the term's use, but the substantive content is defined only within this entry, making the cross-reference somewhat redundant."
nonregistered-investment-partnerships-financial-highlights,financial highlights,MALFORMED,True,False,False,one model,2,"The entry is labeled 'financial highlights' but never defines financial highlights. It is interpretive guidance for three other terms, so the entry name does not match what is defined. The CIRC flag is a false positive: 'theoretical investment' points here, and this entry actually defines it, so the pair does not form a real cycle. The reference to paragraph 946-205-50-20 is not shown to be missing, so the DANGLING flag is not supported."
nonvested-benefit-information,Nonvested benefit information,NONAUTH,False,True,False,one model,1,"The source paragraph itself flags this term as one used in practice rather than defined in authoritative standards, suggesting the definition rests on non-authoritative practice usage."
nonvested-benefit-information,Nonvested benefit information,UNDEF,False,True,False,one model,2,"The definition relies on the technical term 'accumulated plan benefits' (and implicitly 'actuarial present value'), neither of which is defined elsewhere in the Master Glossary, leaving the reader to guess its meaning."
nonvested-shares,Nonvested Shares,INCONS,True,False,False,one model,2,"The definition says nonvested shares are not yet issued, yet the same entry says they 'cannot be sold' and are subject to 'forfeitability'. Paragraphs 718-10-25-18 and 718-10-30-11 also treat them as existing shares that vest or cannot be sold. Both uses imply issued but restricted shares."
notional-amount,notional amount,CIRC,False,True,True,one model,1,"The alias entry 'face amount' merely points back to 'notional amount,' and the notional-amount definition mentions 'face amount' only as an alternate name; this is a trivial naming cross-reference, not a substantive circular dependency that impairs understanding."
obligation,Obligation,NONAUTH,False,True,True,one model,2,"The entry explicitly contrasts itself with a Concepts Statement definition, which is nonauthoritative under Topic 105, introducing a nonauthoritative source into the reasoning needed to understand the scope of the term."
obligation,Obligation,PENDING,True,True,True,both models,2,"The current and pending versions are concatenated in one entry. The pending version drops the comparison with Concepts Statement 6. The core duty-based definition is the same in both, so the confusion is limited. The Concepts Statement is cited only for contrast, not relied on, so NONAUTH is not reported. A transition paragraph missing from the snapshot is not proof that it does not exist, so DANGLING is not reported."
obligations-subject-to-compromise,Obligations subject to compromise,INCONS,False,True,False,one model,2,"The source paragraph itself states that this term is not part of the authoritative standards text, yet it appears as a Master Glossary definition, creating an inconsistency between the glossary's authoritative status and the paragraph's own characterization of the term as extra-textual."
oil-and-gas-producing-activities,Oil- and Gas-Producing Activities,POINTER,True,True,True,both models,1,"The entry defines nothing itself and only refers the reader to an authoritative paragraph. That paragraph provides the definition, so the entry still works."
ongoing-economic-interest-in-the-net-assets-of-another,ongoing economic interest in the net assets of the other,MALFORMED,True,False,False,one model,1,The entry name ('of the other') does not match the entry key and the defined concept ('another' NFP's net assets). This is a cosmetic labeling mismatch.
operating-lease,Operating Lease,CIRC,True,True,True,both models,2,"Operating lease is defined as a residual of sales-type lease, and sales-type lease refers back to operating lease. The cycle can be broken through the criteria in 842-10-25-2 and 25-3A, so the effect is minor."
operating-lease,Operating Lease,STALE,True,True,False,both models,2,"The lessor branch relies on 'direct financing lease', but the only glossary entry supplied for that term is superseded text. The current lessor definition therefore depends on a term with no live glossary definition."
operating-segment,operating segment,POINTER,True,True,False,both models,3,"The glossary text gives only the genus, which on its face would cover any component. The defining characteristics are found only in the referenced section (280-10-50-1), so the entry is effectively a pointer."
option,Option,SCOPECONF,True,False,False,one model,1,"The entry itself signals that 'option' can mean something else elsewhere, such as options in Topic 815. It does not say where this narrow common-stock call option meaning applies."
ordinary-course-of-business,ordinary course of business,POINTER,True,True,True,both models,3,"The entry defines nothing and only refers to the SEC rule text. The target does exist (the Rule 9-03 text appears as 210-942-S99-1), so the DANGLING flag is a false positive."
ordinary-course-of-business,ordinary course of business,SCOPECONF,True,False,False,one model,2,"The meaning is limited to Rule 9-03. The term is also linked from 810-10-25-5, a consolidation context about participating rights, where no meaning is supplied."
ordinary-income-or-loss,Ordinary Income (or Loss),STALE,True,False,False,one model,1,"This refers to the pre-Topic 250 cumulative-effect presentation. Topic 250 generally replaced that presentation with retrospective application, so the reference is outdated."
original-contract,original contract,INCONS,True,False,False,one model,1,"The definition concerns internal replacements. 944-20-35-4 uses 'original contract' in a retrospectively rated reinsurance/insurance context unrelated to internal replacement, so the link does not fit that use."
originator-s-acquisition-cost,originator's acquisition cost,INCONS,True,False,False,one model,1,"The first sentence frames the term as costs incurred, while the second defines it as the loan's adjusted principal amount. In addition, 310-948-30-2 applies the term to loans originated for an affiliated entity, not specifically for a lender holding the loans to maturity."
orphan-share,orphan share,INCONS,True,False,False,one model,2,"The definition ties the orphan share to identified orphan-share PRPs (identified but insolvent or unlocatable), while 410-30-55-36 uses it for a share with no identifiable PRP."
other-comprehensive-income,other comprehensive income,CIRC,True,True,True,both models,2,"OCI is defined by exclusion from net income, and net income is defined as items that are not OCI. The cycle is largely anchored by 'under GAAP', since specific Topics designate which items are OCI."
paper-ticket,Paper tickets,STALE,True,False,False,one model,1,The entry describes an obsolete industry practice (the standard Air Traffic Conference ticket) and itself acknowledges that the process is now electronic.
parity-adjustment,parity adjustment,STALE,False,True,False,one model,2,"The definition and its illustrative paragraphs (255-10-50-49, 255-10-55-87) rely on constant-dollar/current-cost restate-translate methodology from superseded inflation-accounting guidance (former SFAS 89 era disclosures), which is no longer required or authoritative in current GAAP practice."
participating-interest,Participating Interest,POINTER,True,True,True,both models,2,"The entry defines nothing itself and only refers to a paragraph. The target paragraph is current authoritative guidance, so the pointer resolves and the defect is only cosmetic."
participation-right,Participation Right,HOMONYM,True,False,False,one model,1,"A near-identical entry, 'participation rights', gives a different meaning (security holders' rights), and neither entry says where each applies. The contexts (Topic 715 versus Topic 505) make the confusion minor."
participation-rights,participation rights,HOMONYM,True,False,False,one model,1,"This entry shares its name, apart from the plural, with 'Participation Right', which has an insurance-contract meaning. Neither entry indicates its scope."
payment-in-kind-bonds,payment-in-kind bonds,CIRC,False,True,True,one model,1,"The entry defines baby bonds inline already, so the mutual pointer relationship with the 'baby bonds' entry is redundant rather than substantively circular; the main definition is self-contained."
pension-benefit-formula,plan's benefit formula,HOMONYM,False,True,True,one model,2,"The glossary contains a separate entry 'Pension Benefit Formula' with presumably its own definition, and this entry for 'plan's benefit formula' does not clarify which context each applies to, creating ambiguity between the two same-concept entries."
pension-benefit-formula,plan's benefit formula,MALFORMED,False,True,False,one model,1,"The entry's key/slug (pension-benefit-formula) does not match the term it purports to define (plan's benefit formula), which is confusing given that a differently-named entry 'Pension Benefit Formula' also exists."
performance-condition,Performance Condition,PENDING,True,True,True,both models,2,"The current and pending definitions are shown together, and they differ. The pending version limits the original text to goods or services used in the grantor's own operations. It also adds a separate definition for share-based consideration payable to a customer, which uses 'any of the following' criteria instead of 'both of the following'. The reader must work out which version applies."
performance-indicator,Performance Indicator,UNDEF,True,False,False,one model,2,"The definition works only by analogy. It relies on 'results of operations' and 'income from continuing operations', and no glossary entry defines either term. It does not say what the indicator includes or excludes, so applying it requires the Topic 954 presentation guidance."
performance-requirements,Performance Requirements,MALFORMED,False,True,False,one model,2,"The actual definition of the term is buried inside unrelated transition-date and transition-paragraph text, which is not appropriate content for a glossary definition and makes the entry confusing to read as a definition."
periodic-ratchet-design,periodic ratchet design,POINTER,True,True,False,both models,2,The entry names only the broad category. Everything that distinguishes the periodic ratchet design from other designs is left to the referenced implementation-guidance paragraph.
permanent-land-development-costs,Permanent Land Development Costs,POINTER,True,True,True,both models,2,"The entry defines nothing itself and only sends the reader to another entry. The target entry does define permanent land development costs, so the pointer resolves. This is not a true cycle: the target does not depend on this entry for its meaning, so the CIRC flag is a false positive."
persistency,persistency,UNDEF,True,True,False,both models,1,"The definition relies on 'termination rate', which has no glossary entry. The rest of the definition still makes the meaning clear."
plan-curtailment,curtailment,HOMONYM,False,True,True,one model,2,"This entry (term 'curtailment') and the separate 'curtailment' entry both use the same name, one substantive and one a pointer labeled 'Plan Curtailment,' without any indication in either entry of where each meaning applies, creating ambiguity about which entry is authoritative."
plan-s-benefit-formula,plan's benefit formula,POINTER,True,True,True,both models,2,"The entry defines nothing itself and only redirects to Pension Benefit Formula. That target exists and says it is 'Sometimes referred to as a plan's benefit formula', so the pointer resolves. The DANGLING and HOMONYM flags are false positives: the same-name text is the target's own definition, not a conflicting homonym."
plan-s-benefit-formula,plan's benefit formula,DANGLING,False,True,True,one model,2,No glossary entry named 'Pension Benefit Formula' is shown; the target may not exist under that capitalization/key.
plan-s-benefit-formula,plan's benefit formula,HOMONYM,False,True,True,one model,2,"A same-named entry contains the substantive definition while this entry is a bare pointer, creating two entries under the same term without indicating which applies where."
point-to-point-design,point-to-point design,POINTER,True,True,False,both models,2,"The entry gives only the genus (a type of equity-indexed annuity) and refers the reader to a paragraph for the distinguishing features, so it does not define the design by itself. The cited paragraph exists and is authoritative."
postpetition-liabilities,postpetition liabilities,UNDEF,False,True,False,one model,2,"The definition depends on the term 'prepetition liabilities,' which is not itself defined in the glossary snapshot."
postretirement-benefit-plan,postretirement benefit plan,POINTER,True,True,True,both models,2,"The entry defines nothing and only refers to the term Plan. A Plan entry exists in the Master Glossary, so the DANGLING flag appears to be a false positive."
postretirement-benefits-other-than-pensions,postretirement benefits other than pensions,POINTER,True,True,True,both models,1,This is a pointer-only entry. Its target exists and is contentful.
potentially-responsible-party,Potentially Responsible Party,MALFORMED,True,False,False,one model,2,The entry is named for the general term but mostly describes one subcategory: unidentified or unproven PRPs ('hiding in the weeds'). The entry name therefore does not match what the bulk of the text defines.
preferred-stock-subject-to-mandatory-redemption-requirements-or-whose-redemption-is-outside-the-control-of-the-issuer,Preferred Stock Subject to Mandatory Redemption Requirements or Whose Redemption is Outside the Control of the Issuer,POINTER,True,True,True,both models,1,The entry only refers to SEC material in the S99 paragraph. That paragraph exists.
preferred-stocks-which-are-not-redeemable-or-are-redeemable-solely-at-the-option-of-the-issuer,Preferred Stocks Which Are Not Redeemable or Are Redeemable Solely at the Option of the Issuer,POINTER,True,True,True,both models,1,The entry only refers to SEC material in the S99 paragraph. That paragraph exists.
preliminary-project-stage,preliminary project stage,STALE,True,True,True,both models,1,The definition is scheduled to be superseded by ASU 2025-06 and will then have no content.
preliminary-project-stage,preliminary project stage,PENDING,True,True,True,both models,2,The current definition is concatenated with a pending version that removes it upon transition. The two versions differ.
premium-tax-offsets,premium tax offsets,SELF,True,False,False,one model,1,The definition largely restates the term. It adds only who levies the tax and does not explain what the offset is (a credit against premium tax for guaranty-fund assessments).
prepaid-interest-rate-swap,prepaid interest rate swap,UNDEF,True,False,False,one model,1,'Effective notional amount' is a technical term that no glossary entry defines.
prepetition-liabilities,prepetition liabilities,MALFORMED,True,False,False,one model,1,"A lease rejection is an event, not a claim. The intended example is the claim that arises from the rejection, so the wording is garbled."
present-value,Present Value,CIRC,True,True,True,both models,2,"Present value is defined using discount rate, and discount rate refers back to present value, which forms a cycle. The core meaning of discount rate (the time value of money) is independent, so the cycle impairs little."
price-adjustment-theory,price adjustment theory,INCONS,True,False,False,one model,2,"The glossary defines the theory as a distribution of earnings. The Codification uses it as the premise that a cooperative operates at cost and returns excess charges to patrons, so the definition describes a consequence of the theory rather than the theory itself."
prior-service-costs,prior service costs,POINTER,True,True,True,both models,2,The entry defines nothing itself and only redirects the reader to another glossary term.
prior-service-costs,prior service costs,DANGLING,False,True,False,one model,2,"No glossary entry named 'Supplemental Actuarial Value' is evidenced in the Master Glossary, making this pointer's target unverifiable or nonexistent."
prior-service-costs,prior service costs,HOMONYM,True,False,False,one model,1,"The name nearly duplicates 'Prior Service Cost' (Topic 715), which has a different meaning. The entry does not say that it applies to plan accounting (Topic 960)."
probable,Probable,HOMONYM,True,True,True,both models,2,Another entry named 'probable' has an unrelated mining-reserves definition. Neither entry states where each meaning applies.
probable-reserves,probable,HOMONYM,True,True,True,both models,2,This entry shares the name 'probable' with the general likelihood definition. It does not indicate that it applies only to mining (Topic 930).
probable-reserves,probable,MALFORMED,True,True,False,both models,2,"The entry name is 'probable', but the text defines 'probable reserves', so the name does not match what is defined."
production-costs,Production Costs,POINTER,True,True,True,both models,2,"The entry defines nothing itself. It only refers to the SEC rule text reproduced in 932-10-S99-1. That target exists in the linked paragraph, so the pointer is usable, but the reader must leave the glossary to find the definition."
promissory-estoppel,promissory estoppel,NONAUTH,True,True,False,both models,2,"The definition is quoted from an external legal dictionary, not authoritative GAAP. Because the full text is reproduced in the entry, the definition still works on its own."
properties,Properties,DANGLING,False,True,True,one model,2,"The internal cross-reference cites paragraph 932-235-50-7, but the actual Codification paragraph numbering observed in linked evidence uses the reversed subtopic form 235-932-50-4, suggesting the cited paragraph number may not exist or is mistyped, leaving the pointer unverifiable or broken."
property-and-casualty-insurance-entity,property and casualty insurance entities,INCONS,True,False,False,one model,1,The Codification treats this term as a synonym of property and liability insurance entity. Yet the two glossary entries give different definitions: this one leaves out the statement that such entities can also issue accident and health contracts.
property-and-casualty-insurance-entity,property and casualty insurance entities,MALFORMED,True,False,False,one model,2,"The entry is named property and casualty insurance entities, but its closing sentence talks about property and liability insurance entities, which is a different glossary term. The name and the text do not match."
proven-reserves,proved,MALFORMED,True,True,False,both models,2,"The entry name is 'proved', but the text defines 'proven reserves'. The name does not match the defined term, and a bare 'proved' could be confused with proved oil and gas reserves."
public-entity,Public Entity,HOMONYM,True,False,False,one model,2,"The Master Glossary contains several differently worded 'Public Entity' entries used in different Topics. This entry does not say that it applies only where linked, for example Topic 280. This rests on knowledge of the wider glossary; no other Public Entity entry is supplied here."
publicly-traded-entity-or-public-entity,publicly traded entity,HOMONYM,True,False,False,one model,2,"The definition is purely negative. It depends on 'nonpublic entity', which has several Master Glossary entries with different definitions. The entry does not say which one applies, so the reader must guess the reference."
publicly-traded-entity-or-public-entity,publicly traded entity,UNDEF,False,True,False,one model,2,"The definition depends entirely on the term 'nonpublic entity,' which is not shown to be defined in the glossary, leaving the definition circular by negation without a defined anchor term."
publicly-traded-entity-or-public-entity,publicly traded entity,MALFORMED,False,True,False,one model,1,"The entry slug conflates two potentially distinct terms ('publicly traded entity' and 'public entity') under one key while the displayed term name only reflects one of them, creating ambiguity about scope."
purchased-seasoned-loans,purchased seasoned loans,POINTER,True,True,False,both models,3,"The entry gives no definition and only refers to paragraphs in Subtopic 326-20. Those paragraphs are part of pending guidance effective December 16, 2026."
purchased-seasoned-loans,purchased seasoned loans,MALFORMED,False,True,False,one model,2,"The entry's definition text consists of duplicate transition effective dates rather than substantive content, indicating a garbled extraction of the entry rather than a real definition."
qualified-assets,Qualified assets,POINTER,True,True,True,both models,3,"The entry defines nothing and only refers to SEC Regulation S-X text reproduced in an S99 paragraph. The target exists, so the pointer is not dangling."
rabbi-trusts,rabbi trust,UNDEF,True,False,False,one model,1,'Grantor trust' is an income tax concept that no glossary entry defines. The qualification test also relies on tax law. The overall meaning is still clear.
readily-convertible-to-cash,Readily Convertible to Cash,NONAUTH,True,True,True,both models,2,"The current version cites a nonauthoritative Concepts Statement as its source. The criteria themselves are fully stated, so the citation is only a provenance note and does not affect how the definition is applied."
readily-convertible-to-cash,Readily Convertible to Cash,PENDING,True,True,True,both models,1,A current and a pending version are displayed together. They differ only in that the pending version removes the Concepts Statement citation; the substantive criteria are identical.
readily-determinable-fair-value,Readily Determinable Fair Value,STALE,True,False,False,one model,1,"The entry refers to an outdated organizational name. NASDAQ is now an SEC-registered exchange, and the NASD has been succeeded by FINRA. The intended meaning remains clear."
real-estate-venture,real estate venture,UNDEF,True,False,False,one model,1,None of the listed forms is defined in the glossary; only corporate joint venture is. The definition also never states that the arrangement must hold or engage in real estate.
real-estate-venture,real estate venture,INCONS,True,False,False,one model,2,"The definition lists only a joint venture, a general partnership, a limited partnership and an undivided interest. Paragraph 323-970-25-10, however, treats a corporate subsidiary as a real estate venture."
recorded-investment,Recorded Investment,STALE,True,False,False,one model,1,"ASU 2016-13 (credit losses) replaced 'recorded investment' with 'amortized cost basis' in much of the Codification, including the linked paragraph. The term survives in the glossary for residual uses, so the definition partly reflects superseded terminology."
recoverable-amount,recoverable amount,STALE,False,True,False,one model,2,"The only paragraphs linking to this term are in Topic 255 (Changing Prices), which contains largely superseded/inactive guidance; the definition's practical use base is stale."
regular-way-trades,regular-way trades,STALE,True,False,False,one model,1,The example reflects an outdated U.S. settlement cycle. U.S. exchanges moved to T+2 in 2017 and to T+1 in 2024. The operative 'standard settlement cycle' criterion still works.
regulatory-assets-and-regulatory-liabilities,regulatory assets and regulatory liabilities,DANGLING,False,True,True,one model,2,"The definition depends on specific paragraph citations that could not be verified as existing/current in the snapshot, flagged by detector as dangling pointers."
release,release,MALFORMED,False,True,False,one model,1,"Vague reference to 'the law' without naming the specific statute (CERCLA) creates minor ambiguity, though not enough to impair use of the definition."
remainder-interest,remainder interest,CIRC,False,True,True,one model,2,"Remainder interest is defined in terms of split-interest agreement, and split-interest agreement's own definition in turn depends on the concepts of lead interest and remainder interest, forming a mutual dependency cycle that requires cross-referencing both entries to fully understand either term."
reorganization,reorganization,SCOPECONF,False,True,False,one model,2,"The Codification also uses 'reorganization' to mean a Chapter 11 bankruptcy reorganization (see reorganization-proceeding, reorganization-value, reorganization-items entries and 852-10 paragraphs), but this entry does not note that the term has a different meaning elsewhere in GAAP."
reorganization,reorganization,INCONS,True,False,False,one model,2,"The entry gives only the narrow master-limited-partnership meaning and does not say it is limited to Subtopic 805-50. The glossary and Topic 852 widely use 'reorganization' for a Chapter 11 reorganization (for example, 'because it is in reorganization')."
reorganization-items,reorganization items,INCONS,True,False,False,one model,2,"The definition depends on 'reorganization' in its Chapter 11 sense. The glossary entry for 'reorganization' defines a master-limited-partnership transaction, so following the glossary gives the wrong meaning."
reorganization-value,Reorganization Value,UNDEF,True,False,False,one model,1,'Reconstituted entity' and 'reconstitution' are not defined in the glossary. Their meaning is inferable from Chapter 11 context.
reporting-currency,reporting currency,CIRC,False,True,True,one model,2,"Reporting-currency depends on reporting-entity, which depends on foreign-entity and foreign-currency-transactions, which in turn depend back on reporting-currency, forming a strongly connected cycle that impairs standalone understanding."
reporting-date,reporting date,HOMONYM,True,False,False,one model,1,"The definition is specific to employee benefit plans, but the entry does not state that it applies only to Topic 960 and related plan topics. Elsewhere in GAAP the term is used generally."
reporting-date,reporting date,SCOPECONF,False,True,False,one model,1,"This definition is specific to employee benefit plan reporting, while 'reporting date' is used more broadly elsewhere in GAAP (e.g., balance sheet/measurement date) without this narrower meaning being flagged."
reporting-entity,reporting entity,CIRC,True,True,True,both models,2,"The entry references 'foreign currency transactions', and that entry in turn is defined by reference to 'a reporting entity'. The core first sentence is understandable on its own, so the cycle is only cosmetic."
